Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation of Lymphocyte Proliferation (GO:0050672)	9/43	3.4227613025016405E-9	4.111247771395649E-8	0	0	20.866235294117647	406.7417313831437	CD86;IL10;CD274;TNFRSF13B;GPNMB;CD80;TNFRSF14;PDCD1LG2;TNFRSF21
Heart Trabecula Morphogenesis (GO:0061384)	7/20	3.780991619714379E-9	4.515584277258887E-8	0	0	42.15384615384615	817.5013216612579	TGFBR3;TGFB2;NRG1;TEK;BMP7;TGFBR1;ENG
Regulation of Interleukin-5 Production (GO:0032674)	6/12	3.853029704436987E-9	4.524062967569271E-8	0	0	78.00395256916995	1511.2802515083863	IFNL1;TSLP;IFNA2;IL9;LGALS9;TNFRSF21
Positive Regulation of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032725)	6/12	3.853029704436987E-9	4.524062967569271E-8	0	0	78.00395256916995	1511.2802515083863	IL23A;CD80;IL1B;IL18;IL12B;IL17D
Positive Regulation of Neuroinflammatory Response (GO:0150078)	6/12	3.853029704436987E-9	4.524062967569271E-8	0	0	78.00395256916995	1511.2802515083863	IL33;IL6;IL1B;IL18;TREM2;TNF
Response to Interleukin-1 (GO:0070555)	10/59	4.011533211495221E-9	4.683857213421795E-8	0	0	16.139660683550527	312.04568969663944	APP;CXCL8;IL1R1;IL1B;CCL5;CCL3;CHI3L1;CCL2;LGALS9;SELE
Leukocyte Cell-Cell Adhesion (GO:0007159)	8/31	4.328171620752963E-9	5.025488159652052E-8	0	0	27.324441364974884	526.2173882981954	VCAM1;CD40LG;SELL;CD209;CCL5;OLR1;SELE;ICAM1
Response to Amyloid-Beta (GO:1904645)	9/45	5.258576538066171E-9	6.072057991468673E-8	0	0	19.705	375.6444047264575	MMP12;APP;VCAM1;MMP13;MMP3;TREM2;IGF1;MMP9;ICAM1
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	37/983	5.303297113538333E-9	6.090049982030283E-8	0	0	3.311310782241015	63.09681871692445	APP;CSF3;FGF1;AREG;TNF;CX3CL1;EGFR;FSTL3;IL11;IL33;TGFB1;IFNB1;TGFB3;WNT3A;IL13;WNT5A;GDF2;LIF;IL18;IGF1;INHBA;BMP6;DCN;VEGFA;TNFRSF1A;MMP12;BMP4;IL4;CXCL10;BMP2;IL6;GDNF;IFNG;IL17F;ENG;TLR2;PF4
Lymphocyte Chemotaxis (GO:0048247)	7/21	5.609087115359776E-9	6.406006596230564E-8	0	0	39.14087301587302	743.6326655739829	CXCL10;CXCL11;CXCL12;CCL3;CXCL13;GAS6;CXCL16
Negative Regulation of Inflammatory Response (GO:0050728)	13/121	6.0436184029072174E-9	6.864762207650045E-8	0	0	9.606632038542608	181.79843057916645	IL10;IL22;IL33;ADIPOQ;IL13;CXCL17;TREM2;IGF1;TNFRSF1B;TNFRSF1A;IL4;TEK;ELANE
Regulation of Osteoclast Differentiation (GO:0045670)	9/46	6.464326136876994E-9	7.302941419498874E-8	0	0	19.17145945945946	361.51557957008714	IL4;CSF1;IFNG;IL23A;CCL3;IL12B;IL17F;TNF;FSTL3
Response to Tumor Necrosis Factor (GO:0034612)	11/80	6.615096699157925E-9	7.433092527548422E-8	0	0	12.645628798503974	238.16665265794077	CXCL8;CCL5;ADIPOQ;CCL3;ADAM10;ADAM9;CHI3L1;CCL2;SELE;TNFRSF21;CXCL16
Response to UV-A (GO:0070141)	6/13	7.078179922712331E-9	7.827193671147498E-8	0	0	66.85714285714286	1254.6577926493121	MMP12;MMP1;MMP3;TIMP1;MMP9;EGFR
Secondary Palate Development (GO:0062009)	6/13	7.078179922712331E-9	7.827193671147498E-8	0	0	66.85714285714286	1254.6577926493121	TGFBR3;TGFB2;TGFB3;WNT3A;WNT5A;TGFBR2
Embryonic Hemopoiesis (GO:0035162)	6/13	7.078179922712331E-9	7.827193671147498E-8	0	0	66.85714285714286	1254.6577926493121	IL3;KITLG;KIT;KDR;FLT3LG;TGFBR2
Positive Regulation of Interleukin-1 Production (GO:0032732)	10/63	7.797942579454464E-9	8.577736837399911E-8	0	0	14.918542092899902	278.5203179164205	APP;IL6;IFNG;WNT5A;CCL3;IL16;IL17F;LGALS9;CCL19;TNF
Negative Regulation of Cell Development (GO:0010721)	7/22	8.136155659202364E-9	8.902913784153373E-8	0	0	36.52962962962963	680.4355132591164	IL6;CCL11;WNT3A;IL1B;IGF1;IL17D;TNF
Regulation of Interleukin-1 Beta Production (GO:0032651)	11/82	8.641178305205102E-9	9.406282634311803E-8	0	0	12.288164470695138	228.15099365164644	APP;IL6;IFNG;WNT5A;CCL3;IL17F;LGALS9;CCL19;IGF1;TNF;CX3CL1
Positive Regulation of Protein Metabolic Process (GO:0051247)	16/202	9.194505455563518E-9	9.956744249807125E-8	0	0	6.922430196026373	128.0972155202565	CD86;APP;TGFB1;CSF1;TNFSF12;CD80;WNT5A;IL18;INHBA;TNF;IL6;IL23A;IL1B;IL12B;IL17F;IL17D
Negative Regulation of Gene Expression (GO:0010629)	21/364	1.2883805870736797E-8	1.387997642775253E-7	0	0	4.990053164122792	90.65576626685122	IL10;APP;TGFB2;TGFB1;CXCL8;IFNA2;PDGFB;ADAM10;GZMB;IGF1;TNF;VEGFA;BMP4;BMP2;GPNMB;IFNG;FGF19;KDR;CCL3;LGALS9;ENG
Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	9/50	1.405191487808594E-8	1.4907869083857672E-7	0	0	17.297560975609755	312.74867507347545	IL10;IL4;CD274;LGALS9;IGF1;GAS6;CX3CL1;VSIR;SLAMF1
Positive Regulation of Cell-Cell Adhesion (GO:0022409)	9/50	1.405191487808594E-8	1.4907869083857672E-7	0	0	17.297560975609755	312.74867507347545	IL10;IL1B;CCL5;PLAUR;CXCL13;TNF;BMP7;CX3CL1;FSTL3
Positive Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901224)	9/50	1.405191487808594E-8	1.4907869083857672E-7	0	0	17.297560975609755	312.74867507347545	CD86;APP;IL23A;IL1B;IL12B;LGALS9;CCL19;TNF;TLR2
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	8/36	1.5699014120908443E-8	1.6571181572070022E-7	0	0	22.43938531587934	403.22830248692503	IL10;BMP4;BMP2;IFNG;TGFB3;IGFBP3;IL12B;IL12A
Acute Inflammatory Response (GO:0002526)	7/24	1.6150356520050996E-8	1.6793156779555512E-7	0	0	32.22875816993464	578.2265831618033	IL22;IL1RN;IL6;F3;IL6R;ELANE;MBL2
Negative Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001240)	7/24	1.6150356520050996E-8	1.6793156779555512E-7	0	0	32.22875816993464	578.2265831618033	IL1A;CSF2;GDNF;IL1B;NRG1;TNF;PF4
Negative Regulation of Signal Transduction in Absence of Ligand (GO:1901099)	7/24	1.6150356520050996E-8	1.6793156779555512E-7	0	0	32.22875816993464	578.2265831618033	IL1A;CSF2;GDNF;IL1B;NRG1;TNF;PF4
Defense Response to Gram-negative Bacterium (GO:0050829)	11/87	1.632466623344894E-8	1.6890372489063505E-7	0	0	11.476814516129032	205.78603960882825	APP;FCN2;IL6;TSLP;IL23A;IL12B;TREM2;TNFRSF14;TREM1;IL6R;ELANE
Blood Vessel Morphogenesis (GO:0048514)	9/51	1.6871629320431186E-8	1.7285149646912342E-7	0	0	16.884857142857143	302.19896566343726	FLT1;TGFB1;KDR;ANGPTL3;GDF2;TGFBR1;TGFBR2;ENG;VEGFA
Epithelial to Mesenchymal Transition (GO:0001837)	9/51	1.6871629320431186E-8	1.7285149646912342E-7	0	0	16.884857142857143	302.19896566343726	TGFBR3;TGFB2;BMP2;TGFB1;WNT5A;IGF1;BMP7;TGFBR1;TGFBR2
Positive Regulation of Endothelial Cell Migration (GO:0010595)	11/88	1.8445257869304937E-8	1.880516533992552E-7	0	0	11.327188940092165	201.71977445070755	ADAM17;TGFB1;ANGPT1;EGF;BSG;WNT5A;KDR;PDGFB;TEK;FGF1;VEGFA
Positive Regulation of Membrane Protein Ectodomain Proteolysis (GO:0051044)	6/15	2.020027435715129E-8	2.049445310992534E-7	0	0	51.99472990777338	921.2202486048133	APP;IFNG;IL1B;ADAM9;TNFRSF1B;TNF
Extracellular Structure Organization (GO:0043062)	12/111	2.1854127118741495E-8	2.2065278105396003E-7	0	0	9.63906269169427	170.0222320481862	MMP12;APP;ADAMTS5;MMP7;MMP13;ADAMTS1;MMP1;MMP3;TGFBI;MMP9;MMP10;TGFBR1
Lymphocyte Proliferation (GO:0046651)	7/25	2.218435029903386E-8	2.2291005829317677E-7	0	0	30.436728395061728	536.4132104203076	IL10;CD40LG;FLT3;CD70;IFNB1;EBI3;TNFRSF4
Negative Regulation of Signal Transduction (GO:0009968)	18/277	2.3997544317673613E-8	2.3913569067821043E-7	0	0	5.618097053781701	98.57127875589235	IL10;CXCL8;ANGPT1;GDF15;IGFBP3;ADIPOQ;TREM2;TNF;CX3CL1;DCN;FSTL3;BMP2;WIF1;IL1B;CCL5;IL12B;IL12A;SLAMF1
Positive Regulation of B Cell Activation (GO:0050871)	9/53	2.4027988058576168E-8	2.3913569067821043E-7	0	0	16.115727272727273	282.7350689270159	IL21;IL4;IL6;IL7;CLCF1;TNFSF13;TNFRSF4;IL2;TNFSF13B
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	8/38	2.4809714648341696E-8	2.45745514763195E-7	0	0	20.94130146082337	366.72471074575384	IL10;BMP4;FGF9;TGFB3;ADIPOQ;PDGFB;IGF1;MMP9
Negative Regulation of Programmed Cell Death (GO:0043069)	21/382	2.968324631434983E-8	2.926320037593922E-7	0	0	4.7368421052631575	82.10218285639115	TNFSF18;IL10;TSLP;ANGPT1;WNT5A;PLAUR;TREM2;IGF1;MMP9;CX3CL1;EGFR;IL2;VEGFA;IL4;IL6;CD40LG;GDNF;IL7;ANGPTL4;TEK;GAS6
Negative Regulation of Cytokine Production Involved in Immune Response (GO:0002719)	6/16	3.197071900611578E-8	3.122373959008503E-7	0	0	46.79288537549407	807.5724566175116	IL10;TGFB2;TGFB1;TGFB3;XCL1;TNF
Negative Regulation of Interleukin-10 Production (GO:0032693)	6/16	3.197071900611578E-8	3.122373959008503E-7	0	0	46.79288537549407	807.5724566175116	CD274;IL23A;IL12B;PDCD1LG2;VSIR;TNFRSF21
Regulation of Epithelial Cell Proliferation (GO:0050678)	11/93	3.318672552601381E-8	3.2111229791374475E-7	0	0	10.633802124311567	183.12593856961954	TGFBR3;BMP4;FGF7;TGFB2;TGFB1;ANGPT1;LEP;IGF1;EGFR;BMP6;VEGFA
Positive Regulation of Cellular Component Biogenesis (GO:0044089)	11/93	3.318672552601381E-8	3.2111229791374475E-7	0	0	10.633802124311567	183.12593856961954	LGALS3;TGFB1;IFNG;MMP1;MMP3;NRG1;TNF;BMP7;CX3CL1;TGFBR1;VEGFA
Positive Regulation of Protein Transport (GO:0051222)	10/73	3.384207674451733E-8	3.2594442578820834E-7	0	0	12.54414483330146	215.77887172213894	APP;IL1A;TGFB2;TGFB1;TGFB3;ADAM9;TREM2;IGF1;TNF;BMP6
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	8/40	3.815221793997982E-8	3.657712637365038E-7	0	0	19.6304780876494	335.32158309312985	FGF6;FGF7;FGF9;FGF19;FGF1;FGFR3;FGF4;FGF21
Positive Regulation of Interleukin-1 Beta Production (GO:0032731)	9/56	3.970999086492261E-8	3.789674927291701E-7	0	0	15.084765957446809	257.0694982102534	APP;IL6;IFNG;WNT5A;CCL3;IL17F;LGALS9;CCL19;TNF
Positive Regulation of Vascular Endothelial Growth Factor Production (GO:0010575)	7/27	4.0086304496604045E-8	3.808198927177384E-7	0	0	27.39027777777778	466.51754085969435	IL1A;C5;IL6;TGFB1;IL1B;BSG;CXCL17
Regulation of Complement-Dependent Cytotoxicity (GO:1903659)	5/9	4.23184712337406E-8	3.9661706223550607E-7	0	0	97.13090551181102	1649.0926101798213	IL10;IL4;IL11;TGFB2;IL13
Regulation of Dendritic Cell Apoptotic Process (GO:2000668)	5/9	4.23184712337406E-8	3.9661706223550607E-7	0	0	97.13090551181102	1649.0926101798213	CXCL12;CCL21;CCL19;LGALS9;GAS6
Positive Regulation of Tissue Remodeling (GO:0034105)	5/9	4.23184712337406E-8	3.9661706223550607E-7	0	0	97.13090551181102	1649.0926101798213	IL21;IL15;IL23A;IL18;IL2
Positive Regulation of Immune System Process (GO:0002684)	8/41	4.68740991804118E-8	4.3735208610294937E-7	0	0	19.034649281661235	321.22494520339586	TNFSF18;CXCL10;TGFB2;IFNL1;IL15;TNFRSF18;LGALS9;VEGFA
Positive Regulation of Leukocyte Proliferation (GO:0070665)	6/17	4.88747296844007E-8	4.5399193351287763E-7	0	0	42.53683075817463	716.0652365300649	CSF1R;CSF2;CSF1;GPNMB;IL12B;IL12A
Lymphocyte Differentiation (GO:0030098)	10/76	5.0250923711001716E-8	4.6266268967398057E-7	0	0	11.972130948034563	201.2064690046834	IL10;IL4;IL11;VCAM1;FLT3;CLCF1;LEP;KIT;FLT3LG;IL2
Positive Regulation of Protein Secretion (GO:0050714)	10/76	5.0250923711001716E-8	4.6266268967398057E-7	0	0	11.972130948034563	201.2064690046834	IL1A;TGFB2;TGFB1;TGFB3;BSG;ADAM9;TREM2;IGF1;BMP6;TLR2
Hematopoietic Progenitor Cell Differentiation (GO:0002244)	7/28	5.2860769764500567E-8	4.824410864969703E-7	0	0	26.084656084656086	437.0641773659672	BMP4;TGFB1;TNFRSF13B;FLT3;KIT;INHBA;FSTL3
Negative Regulation of Type II Interferon Production (GO:0032689)	7/28	5.2860769764500567E-8	4.824410864969703E-7	0	0	26.084656084656086	437.0641773659672	CD274;XCL1;LGALS9;INHBA;PDCD1LG2;GAS6;VSIR
Mesenchymal Cell Differentiation (GO:0048762)	9/58	5.457216638007724E-8	4.937481720102227E-7	0	0	14.467591836734695	241.9522711762527	TGFBR3;TGFB2;BMP2;TGFB1;WNT5A;IGF1;BMP7;TGFBR1;TGFBR2
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	9/58	5.457216638007724E-8	4.937481720102227E-7	0	0	14.467591836734695	241.9522711762527	IL21;CSF1R;FLT1;EFEMP1;FLT3;IL15;KDR;PDGFB;EGFR
Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901222)	10/77	5.7099607052353504E-8	5.143887014630122E-7	0	0	11.792843013846431	196.6865619353807	CD86;APP;IL23A;IL1B;IL12B;LGALS9;CCL19;TNF;BMP7;TLR2
Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560)	11/98	5.7615832497914015E-8	5.146029483788047E-7	0	0	10.020114942528735	167.02998977218888	TGFBR3;TGFB2;TGFB1;TGFB3;GDF15;WNT5A;ADAM9;XCL1;TGFBR1;TGFBR2;ENG
Defense Response to Gram-positive Bacterium (GO:0050830)	11/98	5.7615832497914015E-8	5.146029483788047E-7	0	0	10.020114942528735	167.02998977218888	APP;FCN2;IL6;IL1B;IL18;IL12A;TNFRSF14;PGLYRP1;IL6R;MBL2;TLR2
Positive Regulation of Metabolic Process (GO:0009893)	13/147	6.361945058954074E-8	5.658070286474049E-7	0	0	7.732405047931076	128.1286315912366	IL4R;IL10RB;ADIPOQ;IL13;PDGFB;IL18;TGFBR2;VEGFA;IL4;IFNG;LEP;LCN2;FGF21
Regulation of Vascular Endothelial Growth Factor Production (GO:0010574)	7/29	6.891410122660442E-8	6.102986083203527E-7	0	0	24.897727272727273	410.57360674632247	IL1A;C5;IL6;TGFB1;IL1B;BSG;CXCL17
Positive Regulation of Myeloid Leukocyte Differentiation (GO:0002763)	8/43	6.956512347501435E-8	6.134645909821941E-7	0	0	17.94513375071144	295.75379411311553	CSF1;IFNG;IL23A;LIF;IL12B;IL17F;TNF;PF4
Negative Regulation of Nervous System Development (GO:0051961)	6/18	7.251902982860367E-8	6.368267745453012E-7	0	0	38.9901185770751	640.9748115058675	IL6;CCL11;WNT3A;IL1B;TNF;TLR2
Cellular Response to UV-A (GO:0071492)	5/10	8.374281891520467E-8	7.292603813865741E-7	0	0	77.7007874015748	1266.1743787988921	MMP12;MMP1;MMP3;TIMP1;MMP9
Regulation of T-helper 2 Cell Cytokine Production (GO:2000551)	5/10	8.374281891520467E-8	7.292603813865741E-7	0	0	77.7007874015748	1266.1743787988921	IL4;IL6;IFNB1;IFNA2;XCL1
Positive Regulation of Calcium Ion Transport (GO:0051928)	7/30	8.88999248657092E-8	7.709578546445321E-7	0	0	23.814009661835748	386.6384154728002	LGALS3;CXCL12;CCL5;CCL4;PDGFB;CCL3;CCL2
Positive Regulation of Cell-Matrix Adhesion (GO:0001954)	8/45	1.0112120746637497E-7	8.733195190277839E-7	0	0	16.973403682567028	273.3896959690148	CCL25;CSF1;CCL21;KDR;TEK;CCL28;CX3CL1;VEGFA
Cardiac Epithelial to Mesenchymal Transition (GO:0060317)	6/19	1.0484295762376795E-7	8.943746180966327E-7	0	0	35.98905442383703	578.372976740002	BMP4;TGFBR3;TGFB2;BMP2;TGFBR1;ENG
Regulation of Smooth Muscle Cell Migration (GO:0014910)	6/19	1.0484295762376795E-7	8.943746180966327E-7	0	0	35.98905442383703	578.372976740002	PLAU;IGFBP3;CCL5;PDGFB;CCN4;IGF1
Positive Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010744)	6/19	1.0484295762376795E-7	8.943746180966327E-7	0	0	35.98905442383703	578.372976740002	CSF2;CSF1;IL1B;IL18;TNF;PF4
Artery Morphogenesis (GO:0048844)	7/31	1.1356704289455821E-7	9.609519014154926E-7	0	0	22.82060185185185	364.9213343150215	BMP4;TGFB2;ANGPTL3;TGFBR1;TGFBR2;VEGFA;ENG
Collagen Catabolic Process (GO:0030574)	7/31	1.1356704289455821E-7	9.609519014154926E-7	0	0	22.82060185185185	364.9213343150215	MMP12;MMP7;MMP13;MMP1;MMP3;MMP9;MMP10
Regulation of Neuron Apoptotic Process (GO:0043523)	12/129	1.1799631751743713E-7	9.88940577460486E-7	0	0	8.148655662825703	129.99234553673955	APP;CNTF;TGFB2;GDNF;TGFB3;CLCF1;CCL3;PCSK9;CCL2;TREM2;NGF;TNF
Calcium Ion Homeostasis (GO:0055074)	11/105	1.1829432744742657E-7	9.88940577460486E-7	0	0	9.270633150308853	147.86743326834178	CCL14;CCL13;CCL23;CXCL12;CCL11;CCL7;CCL5;CCL3;CCL19;ELANE;CCL15
Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	11/105	1.1829432744742657E-7	9.88940577460486E-7	0	0	9.270633150308853	147.86743326834178	LGALS3;CSF2;TGFB1;IL5;IFNG;MMP1;MMP3;NRG1;CXCL13;TNF;VEGFA
Positive Regulation of Developmental Process (GO:0051094)	16/245	1.3712039908023844E-7	1.1417594983175233E-6	0	0	5.610221575287078	88.65500172874081	TGFB1;WNT5A;PDGFB;AREG;TNF;BMP7;DCN;TGFBR1;VEGFA;BMP4;BMP2;CXCL12;GDNF;LEP;KDR;CCN4
Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010743)	7/32	1.437683739839723E-7	1.1823538601702392E-6	0	0	21.906666666666666	345.14089913553397	CSF2;CSF1;IL1B;ADIPOQ;IL18;TNF;PF4
Response to Alcohol (GO:0097305)	7/32	1.437683739839723E-7	1.1823538601702392E-6	0	0	21.906666666666666	345.14089913553397	TGFBR3;TGFB1;CCL21;CCL3;CCL19;TGFBR1;TGFBR2
Cellular Response to Type II Interferon (GO:0071346)	8/47	1.442584853317756E-7	1.1823538601702392E-6	0	0	16.101338236796405	253.62279111273904	IFNG;CCL5;WNT5A;CCL3;CCL2;LGALS9;IL12RB1;TLR2
Positive Regulation of miRNA Transcription (GO:1902895)	8/47	1.442584853317756E-7	1.1823538601702392E-6	0	0	16.101338236796405	253.62279111273904	IL10;TGFB2;IL6;TGFB1;PDGFB;AREG;TNF;EGFR
Endocardial Cushion Morphogenesis (GO:0003203)	6/20	1.4815590318802886E-7	1.204847617365682E-6	0	0	33.41671372106155	525.4778472468532	BMP4;ADAMTS5;TGFB2;BMP2;TGFBR2;ENG
Positive Regulation of Osteoclast Differentiation (GO:0045672)	6/20	1.4815590318802886E-7	1.204847617365682E-6	0	0	33.41671372106155	525.4778472468532	CSF1;IFNG;IL23A;IL12B;IL17F;TNF
Macrophage Chemotaxis (GO:0048246)	5/11	1.519067613672962E-7	1.2258113175971005E-6	0	0	64.74737532808399	1016.5337224888203	LGALS3;CCL5;CCL3;CXCL17;CCL2
Negative Regulation of Extracellular Matrix Organization (GO:1903054)	5/11	1.519067613672962E-7	1.2258113175971005E-6	0	0	64.74737532808399	1016.5337224888203	DPP4;TGFBR3;TGFB1;TNFRSF1B;TNFRSF1A
Negative Regulation of Tumor Necrosis Factor Production (GO:0032720)	8/48	1.7118636067224065E-7	1.3760749761730113E-6	0	0	15.69800796812749	244.5830179339377	IL10;IL4;LGALS9;IGF1;GAS6;CX3CL1;VSIR;SLAMF1
Positive Regulation of MAP Kinase Activity (GO:0043406)	9/66	1.733298878868201E-7	1.3879673014691721E-6	0	0	12.432	193.54223619261484	GH1;FLT1;FLT3;WNT5A;PDGFB;CCL19;FGF1;TNF;ELANE
Cellular Response to Tumor Necrosis Factor (GO:0071356)	10/87	1.859166069023504E-7	1.4830752229996655E-6	0	0	10.25608929223387	158.94853969486593	TNFSF18;CXCL8;CCL5;CCL3;CHI3L1;CCL2;TNFRSF1B;TNF;TNFRSF21;TNFRSF1A
Neurogenesis (GO:0022008)	9/67	1.9798248729636423E-7	1.5733209066517157E-6	0	0	12.21703448275862	188.57099327735082	FGF6;FGF7;TGFB2;FGF9;FGF19;PCSK9;FGF1;FGF4;FGF21
Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718)	8/49	2.0231515577671418E-7	1.6016616498989874E-6	0	0	15.314352346710718	236.04683845023385	TGFB2;BMP2;IL6;TGFB1;TGFB3;IL1B;TGFBR1;TGFBR2
Regulation of Macrophage Chemotaxis (GO:0010758)	6/21	2.051754846689569E-7	1.6181764639929052E-6	0	0	31.187351778656126	480.2665112554799	CSF1R;C5;CSF1;CCL5;CXCL17;CCL2
Regulation of Endothelial Cell Migration (GO:0010594)	10/88	2.073875355301272E-7	1.6294734934509994E-6	0	0	10.12408608794151	155.7962870996052	ANGPT1;EGF;BSG;WNT5A;KDR;GDF2;TEK;FGF1;DCN;VEGFA
External Encapsulating Structure Organization (GO:0045229)	11/111	2.0985037782783487E-7	1.6426490249444753E-6	0	0	8.711733870967741	133.9592083270589	MMP12;APP;ADAMTS5;MMP7;MMP13;ADAMTS1;MMP1;MMP3;TGFBI;MMP9;MMP10
Regulation of T Cell Activation (GO:0050863)	9/68	2.256267438548528E-7	1.75955184573374E-6	0	0	12.00935593220339	183.79579212376066	TNFSF18;LGALS3;GPNMB;CD209;CCL5;CCL2;IL27;PDCD1;TNFRSF1B
T Cell Chemotaxis (GO:0010818)	5/12	2.576612329329634E-7	1.972571343699244E-6	0	0	55.49493813273341	841.9481224565644	CXCL10;CXCL11;CXCL12;CCL3;CXCL16
Astrocyte Activation (GO:0048143)	5/12	2.576612329329634E-7	1.972571343699244E-6	0	0	55.49493813273341	841.9481224565644	APP;CNTF;IFNG;TREM2;TNF
Branching Involved in Blood Vessel Morphogenesis (GO:0001569)	5/12	2.576612329329634E-7	1.972571343699244E-6	0	0	55.49493813273341	841.9481224565644	GDF2;KDR;ENG;TGFBR2;VEGFA
Macrophage Migration (GO:1905517)	5/12	2.576612329329634E-7	1.972571343699244E-6	0	0	55.49493813273341	841.9481224565644	LGALS3;CCL5;CCL3;CXCL17;CCL2
Positive Regulation of Natural Killer Cell Activation (GO:0032816)	5/12	2.576612329329634E-7	1.972571343699244E-6	0	0	55.49493813273341	841.9481224565644	IL23A;IL18;IL12B;IL12A;GAS6
Regulation of Vasculature Development (GO:1901342)	7/35	2.778664000286955E-7	2.111784640218086E-6	0	0	19.55654761904762	295.22809552602496	IL6;TGFB1;CXCL12;GPNMB;LEP;CXCL13;TGFBR1
Macrophage Activation (GO:0042116)	7/35	2.778664000286955E-7	2.111784640218086E-6	0	0	19.55654761904762	295.22809552602496	IL4;APP;IFNG;IL13;TREM2;TNF;CX3CL1
Regulation of Calcium Ion Import (GO:0090279)	6/22	2.790663021590407E-7	2.1132194620014315E-6	0	0	29.236660079051383	441.2343072671065	LGALS3;CXCL12;EGF;PDGFB;CCL3;CCL2
Negative Regulation of Angiogenesis (GO:0016525)	10/93	3.5076792039518066E-7	2.6465882802380057E-6	0	0	9.511782068031161	141.37495830115307	CXCL10;TGFB2;GDNF;GDF2;FASLG;IL17F;TEK;TNF;DCN;PF4
Positive Regulation of T Cell Cytokine Production (GO:0002726)	6/23	3.734791176209129E-7	2.8078106324737697E-6	0	0	27.51546152057661	407.23993970484884	IL4;IL6;IL1R1;IL1B;IL18;XCL1
B Cell Differentiation (GO:0030183)	8/53	3.8024015923979536E-7	2.83822118861133E-6	0	0	13.950243470562196	206.21895495717652	IL10;IL4;IL11;VCAM1;FLT3;CLCF1;KIT;FLT3LG
Positive Regulation of miRNA Metabolic Process (GO:2000630)	8/53	3.8024015923979536E-7	2.83822118861133E-6	0	0	13.950243470562196	206.21895495717652	IL10;TGFB2;IL6;TGFB1;PDGFB;AREG;TNF;EGFR
Negative Regulation of Dendritic Cell Apoptotic Process (GO:2000669)	4/6	4.038721107855538E-7	2.98265975809826E-6	0	0	154.8156862745098	2279.222475265572	CXCL12;CCL21;CCL19;GAS6
Negative Regulation of Lymphocyte Differentiation (GO:0045620)	4/6	4.038721107855538E-7	2.98265975809826E-6	0	0	154.8156862745098	2279.222475265572	IFNL1;IFNB1;IFNA2;INHBA
Regulation of NK T Cell Activation (GO:0051133)	4/6	4.038721107855538E-7	2.98265975809826E-6	0	0	154.8156862745098	2279.222475265572	LGALS3;IL23A;IL12B;IL12A
Activation of Protein Kinase B Activity (GO:0032148)	5/13	4.1427814323208175E-7	3.027417200542136E-6	0	0	48.555610236220474	713.6086084192137	WNT5A;NRG1;IGF1;FGF1;GAS6
Positive Regulation of Calcium Ion Import (GO:0090280)	5/13	4.1427814323208175E-7	3.027417200542136E-6	0	0	48.555610236220474	713.6086084192137	LGALS3;CXCL12;PDGFB;CCL3;CCL2
Positive Regulation of Type 2 Immune Response (GO:0002830)	5/13	4.1427814323208175E-7	3.027417200542136E-6	0	0	48.555610236220474	713.6086084192137	CD86;IL4;IL6;IL18;XCL1
Regulation of Receptor Internalization (GO:0002090)	7/37	4.1612975159653873E-7	3.030352546469568E-6	0	0	18.250925925925927	268.1475081370589	GH1;ANGPT1;EGF;WNT3A;PCSK9;SELE;VEGFA
Regulation of MAP Kinase Activity (GO:0043405)	9/73	4.2014431742625466E-7	3.048963970211362E-6	0	0	11.0683125	162.51235301797476	GH1;FLT1;FLT3;IL1B;ADIPOQ;PDGFB;FGF1;TNF;ELANE
Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	13/174	4.560096654272743E-7	3.2977861617404958E-6	0	0	6.426804019592991	93.83617056004809	TNFSF18;IL10;WNT5A;IL18;TNF;AREG;IL6;CD40LG;GDNF;IL1B;KIT;LGALS9;TLR2
Negative Regulation of Apoptotic Signaling Pathway (GO:2001234)	9/74	4.729618639771542E-7	3.4085872265939733E-6	0	0	10.897476923076923	158.71359001945603	BMP4;LGALS3;PLAUR;IGF1;AREG;TNF;MMP9;CX3CL1;TGFBR1
Response to Ketone (GO:1901654)	6/24	4.925903167467782E-7	3.5378479793840773E-6	0	0	25.985507246376812	377.40280144839437	TGFBR3;TGFB2;TGFB1;CCL21;TGFB3;CCL19
