Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Elastic Fibre Formation	7/44	1.4337128153768483E-6	1.1435155226258718E-5	0	0	14.792792792792794	199.0406232150164	BMP4;TGFB2;BMP2;EFEMP1;TGFB1;TGFB3;BMP7
Downstream Signaling of Activated FGFR2	6/30	2.0360010146590346E-6	1.6045627044098583E-5	0	0	19.483201581027668	255.3180624707528	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
Cell Surface Interactions at the Vascular Wall	14/233	2.263692609513006E-6	1.763017067644247E-5	0	0	5.093803000652316	66.21186544042826	TGFB1;ANGPT1;MMP1;TNFRSF10A;MIF;SELE;TREM1;THBD;SELL;BSG;OLR1;TEK;GAS6;PF4
Negative Regulation of FGFR4 Signaling	6/31	2.4973902873591204E-6	1.922409732827602E-5	0	0	18.70292490118577	241.272673592413	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
PI-3K Cascade FGFR3	5/18	2.615504209362472E-6	1.945464928761749E-5	0	0	29.87280436099334	383.98663037266437	FGF9;FGF1;FGF2;FGFR3;FGF4
Caspase Activation via Death Receptors in the Presence of Ligand	5/18	2.615504209362472E-6	1.945464928761749E-5	0	0	29.87280436099334	383.98663037266437	TNFSF10;FAS;FASLG;TNFRSF10A;CD14
SHC-mediated Cascade FGFR3	5/18	2.615504209362472E-6	1.945464928761749E-5	0	0	29.87280436099334	383.98663037266437	FGF9;FGF1;FGF2;FGFR3;FGF4
Signaling by FGFR	9/91	2.76998142551693E-6	2.037475226324675E-5	0	0	8.630780487804879	110.44524925617793	TGFBR3;FGF6;FGF7;FGF9;FGF19;FGF1;FGF2;FGFR3;FGF4
CD163 Mediating an Anti-Inflammatory Response	4/9	3.289956661132405E-6	2.3933530875490682E-5	0	0	61.91686274509804	781.6778647082817	IL10;ADAM17;CD163;IL6
FGFR2 Mutant Receptor Activation	6/33	3.6761173752168725E-6	2.6452061982538802E-5	0	0	17.31576635924462	216.68349898768042	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
Negative Regulation of FGFR2 Signaling	6/34	4.415701126208576E-6	3.143219511344169E-5	0	0	16.69649915302089	205.87357700095464	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
Neutrophil Degranulation	20/478	4.5959270376717344E-6	3.228841325037018E-5	0	0	3.523231806471652	43.30171705854729	PLAUR;ADAM10;CXCL1;MIF;PPBP;RETN;TNFRSF1B;MMP9;LGALS3;SELL;PLAU;TIMP2;LCN2;OLR1;CHI3L1;PTX3;CD14;PGLYRP1;ELANE;TLR2
FRS-mediated FGFR3 Signaling	5/20	4.633533623542549E-6	3.228841325037018E-5	0	0	25.88713910761155	317.9507812506707	FGF9;FGF1;FGF2;FGFR3;FGF4
RUNX1 and FOXP3 Control the Development of Regulatory T Lymphocytes (Tregs)	4/10	5.427461194998276E-6	3.742686782384228E-5	0	0	51.59477124183007	625.5370231134768	IFNG;IL2RA;TNFRSF18;IL2
Innate Immune System	34/1149	5.885330921352719E-6	4.0165866700365975E-5	0	0	2.524300946686597	30.400276426135882	CRP;APP;FCN2;IFNA2;ICAM2;CXCL1;TREM2;RETN;TREM1;LGALS3;C5;PLAU;TIMP2;OLR1;CD14;PGLYRP1;CCL17;ELANE;MBL2;IFNB1;PLAUR;ADAM10;MIF;PPBP;TNFRSF1B;MMP9;SELL;CD209;IL1B;SAA1;LCN2;CHI3L1;PTX3;TLR2
PI-3K Cascade FGFR1	5/21	6.017410764706297E-6	4.023763561854109E-5	0	0	24.267962598425196	291.72162305896666	FGF6;FGF9;FGF1;FGF2;FGF4
SHC-mediated Cascade FGFR1	5/21	6.017410764706297E-6	4.023763561854109E-5	0	0	24.267962598425196	291.72162305896666	FGF6;FGF9;FGF1;FGF2;FGF4
Signaling by FGFR3 in Disease	5/22	7.705177051661135E-6	5.1008272081996714E-5	0	0	22.83927744326077	268.90093054025556	FGF9;FGF1;FGF2;FGFR3;FGF4
CASP8 Activity Is Inhibited	4/11	8.442101107236968E-6	5.425894109699876E-5	0	0	44.2218487394958	516.611989639948	TNFSF10;FAS;FASLG;TNFRSF10A
Regulation by c-FLIP	4/11	8.442101107236968E-6	5.425894109699876E-5	0	0	44.2218487394958	516.611989639948	TNFSF10;FAS;FASLG;TNFRSF10A
Dimerization of Procaspase-8	4/11	8.442101107236968E-6	5.425894109699876E-5	0	0	44.2218487394958	516.611989639948	TNFSF10;FAS;FASLG;TNFRSF10A
FRS-mediated FGFR1 Signaling	5/23	9.741780700591148E-6	6.201018099799365E-5	0	0	21.56933508311461	248.89042615214368	FGF6;FGF9;FGF1;FGF2;FGF4
Signaling by FGFR4	6/41	1.3684334345319076E-5	8.627646987239265E-5	0	0	13.352456239412762	149.53761381322235	FGF6;FGF9;FGF19;FGF1;FGF2;FGF4
Downstream Signaling of Activated FGFR3	5/25	1.5059495252430558E-5	9.40508099727267E-5	0	0	19.41043307086614	215.5237795491072	FGF9;FGF1;FGF2;FGFR3;FGF4
Signaling by FGFR in Disease	7/63	1.6790664127751406E-5	1.0388242665954608E-4	0	0	9.764384920634921	107.35636115137603	FGF6;FGF7;FGF9;FGF1;FGF2;FGFR3;FGF4
Signaling by FGFR2 in Disease	6/43	1.8156482744361223E-5	1.1129251459969565E-4	0	0	12.62941993376776	137.86884655480358	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
Caspase Activation via Extrinsic Apoptotic Signalling Pathway	5/28	2.698681165094998E-5	1.6252147282697443E-4	0	0	16.8760698390962	177.53899316463773	TNFSF10;FAS;FASLG;TNFRSF10A;CD14
Interleukin-12 Signaling	6/46	2.700507856641569E-5	1.6252147282697443E-4	0	0	11.680434782608696	122.87216566786923	IL10;IFNG;IL12B;IL12A;MIF;IL12RB1
TGF-beta Receptor Signaling Activates SMADs	6/47	3.0623934756976834E-5	1.8264004332539338E-4	0	0	11.394967704617757	118.43620256110377	TGFBR3;TGFB2;TGFB1;TGFB3;TGFBR1;TGFBR2
Negative Regulation of FGFR3 Signaling	5/29	3.2266072262705394E-5	1.9071553426706222E-4	0	0	16.17208005249344	167.2434732636313	FGF9;FGF1;FGF2;FGFR3;FGF4
SMAD2 3 Phosphorylation Motif Mutants in Cancer	3/6	4.171325508136165E-5	2.4222960406895976E-4	0	0	77.1015625	777.5454806166291	TGFB1;TGFBR1;TGFBR2
TGFBR1 KD Mutants in Cancer	3/6	4.171325508136165E-5	2.4222960406895976E-4	0	0	77.1015625	777.5454806166291	TGFB1;TGFBR1;TGFBR2
Downstream Signaling of Activated FGFR1	5/31	4.51996437668839E-5	2.5794969115238917E-4	0	0	14.926559660811629	149.33159218880647	FGF6;FGF9;FGF1;FGF2;FGF4
FGFR1 Mutant Receptor Activation	5/31	4.51996437668839E-5	2.5794969115238917E-4	0	0	14.926559660811629	149.33159218880647	FGF6;FGF9;FGF1;FGF2;FGF4
Interleukin-1 Signaling	8/102	5.4508402759449083E-5	3.0841506518594267E-4	0	0	6.661693650928202	65.39888372429769	APP;IL1A;IL1RN;IL1R1;IL1R2;IL1B;SAA1;IL1RAP
Signaling by FGFR1	6/52	5.500767584750562E-5	3.0860238483939597E-4	0	0	10.153806495961506	99.58891814565686	TGFBR3;FGF6;FGF9;FGF1;FGF2;FGF4
Negative Regulation of FGFR1 Signaling	5/33	6.181609117976067E-5	3.4388447362186187E-4	0	0	13.858970753655793	134.3120925897719	FGF6;FGF9;FGF1;FGF2;FGF4
Costimulation by the CD28 Family	7/78	6.799394513883102E-5	3.7432927074374433E-4	0	0	7.695618153364633	73.84785901798114	CD86;CD274;CD80;TNFRSF14;PDCD1LG2;PDCD1;ICOSLG
Programmed Cell Death	11/202	6.841970054379617E-5	3.7432927074374433E-4	0	0	4.539984799864888	43.53777212141134	IL1A;IL1B;TNFSF10;IL18;FAS;CYCS;GZMB;TNFRSF10A;FASLG;CD14;ELANE
FGFR3b Ligand Binding and Activation	3/7	7.229894991871143E-5	3.828952387694958E-4	0	0	57.8232421875	551.3273223820862	FGF9;FGF1;FGFR3
Interleukin-36 Pathway	3/7	7.229894991871143E-5	3.828952387694958E-4	0	0	57.8232421875	551.3273223820862	IL1RL2;IL36A;IL1RAP
Loss of Function of SMAD2 3 in Cancer	3/7	7.229894991871143E-5	3.828952387694958E-4	0	0	57.8232421875	551.3273223820862	TGFB1;TGFBR1;TGFBR2
Loss of Function of TGFBR1 in Cancer	3/7	7.229894991871143E-5	3.828952387694958E-4	0	0	57.8232421875	551.3273223820862	TGFB1;TGFBR1;TGFBR2
FGFR1b Ligand Binding and Activation	3/8	1.1457080151232185E-4	5.834297738550544E-4	0	0	46.25625	419.7439022015058	TGFBR3;FGF1;FGF2
Signaling by Overexpressed Wild-Type EGFR in Cancer	3/8	1.1457080151232185E-4	5.834297738550544E-4	0	0	46.25625	419.7439022015058	EGF;AREG;EGFR
Signaling by TGF-beta Receptor Complex in Cancer	3/8	1.1457080151232185E-4	5.834297738550544E-4	0	0	46.25625	419.7439022015058	TGFB1;TGFBR1;TGFBR2
Inhibition of Signaling by Overexpressed EGFR	3/8	1.1457080151232185E-4	5.834297738550544E-4	0	0	46.25625	419.7439022015058	EGF;AREG;EGFR
Interleukin-18 Signaling	3/8	1.1457080151232185E-4	5.834297738550544E-4	0	0	46.25625	419.7439022015058	IL4;IL13;IL18
Signaling by FGFR1 in Disease	5/38	1.240152343375226E-4	6.267029399346562E-4	0	0	11.756144118348843	105.74776416925205	FGF6;FGF9;FGF1;FGF2;FGF4
Signaling by FGFR3	5/40	1.5918247259147041E-4	7.983242186026774E-4	0	0	11.08323959505062	96.92802175936468	FGF9;FGF1;FGF2;FGFR3;FGF4
EGFR Interacts With Phospholipase C-gamma	3/9	1.7021171782959752E-4	8.285305676705408E-4	0	0	38.544921875	334.5108516582057	EGF;AREG;EGFR
Formyl Peptide Receptors Bind Formyl Peptides and Many Other Ligands	3/9	1.7021171782959752E-4	8.285305676705408E-4	0	0	38.544921875	334.5108516582057	APP;CCL23;SAA1
Interleukin-1 Processing	3/9	1.7021171782959752E-4	8.285305676705408E-4	0	0	38.544921875	334.5108516582057	IL1A;IL1B;IL18
Interleukin-23 Signaling	3/9	1.7021171782959752E-4	8.285305676705408E-4	0	0	38.544921875	334.5108516582057	IL23A;IL12B;IL12RB1
FGFR2b Ligand Binding and Activation	3/10	2.408341202901085E-4	0.0011637385958543928	0	0	33.036830357142854	275.24311976436513	FGF7;FGF1;FGF2
TGFBR3 PTM Regulation	3/11	3.279817912449975E-4	0.0015733619261173069	0	0	28.90576171875	231.89798994732644	TGFBR3;TIMP2;TIMP1
Cell Recruitment (Pro-Inflammatory Response)	4/27	3.81403407723093E-4	0.001790702524203458	0	0	13.447911338448423	105.85729069052645	APP;IL1A;IL1B;IL18
Purinergic Signaling in Leishmaniasis Infection	4/27	3.81403407723093E-4	0.001790702524203458	0	0	13.447911338448423	105.85729069052645	APP;IL1A;IL1B;IL18
Interleukin Receptor SHC Signaling	4/27	3.81403407723093E-4	0.001790702524203458	0	0	13.447911338448423	105.85729069052645	IL3;IL5;IL2RA;IL2
Extra-nuclear Estrogen Signaling	6/75	4.2459358185688463E-4	0.0019656010572675357	0	0	6.761299192301083	52.49728354223439	MMP7;EGF;MMP3;AREG;MMP9;EGFR
Signaling by FGFR2	6/75	4.2459358185688463E-4	0.0019656010572675357	0	0	6.761299192301083	52.49728354223439	FGF6;FGF7;FGF9;FGF1;FGF2;FGF4
TP53 Regulates Transcription of Death Receptors and Ligands	3/12	4.3313168212941264E-4	0.0019912025942338276	0	0	25.692708333333332	198.97637705816732	IGFBP3;FAS;TNFRSF10A
ECM Proteoglycans	6/76	4.5605768192666786E-4	0.0020821392098996833	0	0	6.664370412196499	51.26827690403038	APP;BCAN;TGFB2;TGFB1;TGFB3;DCN
Advanced Glycosylation Endproduct Receptor Signaling	3/13	5.576956829632736E-4	0.002477815718937497	0	0	23.122265625	173.22501068398745	APP;LGALS3;SAA1
ERBB2 Activates PTK6 Signaling	3/13	5.576956829632736E-4	0.002477815718937497	0	0	23.122265625	173.22501068398745	EGF;NRG1;EGFR
GRB2 Events in EGFR Signaling	3/13	5.576956829632736E-4	0.002477815718937497	0	0	23.122265625	173.22501068398745	EGF;AREG;EGFR
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors	3/13	5.576956829632736E-4	0.002477815718937497	0	0	23.122265625	173.22501068398745	KIT;EGFR;VEGFA
Signaling by EGFR	5/53	6.054877379399606E-4	0.002672219216775026	0	0	8.07619750656168	59.840393585357	ADAM17;EGF;ADAM10;AREG;EGFR
Signaling by BMP	4/31	6.565965814894875E-4	0.0028785889863976203	0	0	11.453304284676834	83.93486194840484	TGFBR3;BMP2;GDF2;INHBA
SHC1 Events in EGFR Signaling	3/14	7.030223531100502E-4	0.003061847353676666	0	0	21.019176136363637	152.60178035524086	EGF;AREG;EGFR
Regulation of Necroptotic Cell Death	4/32	7.428241297863623E-4	0.0032140495027357637	0	0	11.043697478991596	79.57040626058054	TNFSF10;FAS;FASLG;TNFRSF10A
Integrin Cell Surface Interactions	6/85	8.28303864011977E-4	0.0035606308959475895	0	0	5.902436583779457	41.8844601801797	VCAM1;BSG;ICAM2;KDR;SPP1;ICAM1
Negative Regulation of TCF-dependent Signaling by WNT Ligand Antagonists	3/15	8.703986158710416E-4	0.0036936146391450615	0	0	19.2666015625	135.76324988181233	WNT3A;WIF1;WNT5A
ERBB2 Regulates Cell Motility	3/15	8.703986158710416E-4	0.0036936146391450615	0	0	19.2666015625	135.76324988181233	EGF;NRG1;EGFR
Peptide Hormone Metabolism	6/86	8.809264242610578E-4	0.0037144795723619128	0	0	5.828359683794466	40.99980863591037	DPP4;GH1;CMA1;LEP;IGF1;INHBA
Signaling by ERBB4	5/58	9.173925409080895E-4	0.0038437586207668057	0	0	7.312435002228495	51.14298837363807	ADAM17;CXCL12;EGF;NRG1;EGFR
RIPK1-mediated Regulated Necrosis	4/34	9.387631335489522E-4	0.003908560971128342	0	0	10.30640522875817	71.84540836707522	TNFSF10;FAS;FASLG;TNFRSF10A
Death Receptor Signaling	8/157	0.0010329735349794125	0.0042739280009773195	0	0	4.190914195566727	28.813849820964197	ADAM17;TNFSF10;FAS;TNFRSF10A;FASLG;NGF;TNF;TNFRSF1A
PI3K Events in ERBB2 Signaling	3/16	0.0010610514148174065	0.0043093008380927795	0	0	17.783653846153847	121.79126376592205	EGF;NRG1;EGFR
GRB2 Events in ERBB2 Signaling	3/16	0.0010610514148174065	0.0043093008380927795	0	0	17.783653846153847	121.79126376592205	EGF;NRG1;EGFR
TGF-beta Receptor Signaling in EMT (Epithelial to Mesenchymal Transition)	3/16	0.0010610514148174065	0.0043093008380927795	0	0	17.783653846153847	121.79126376592205	TGFB1;TGFBR1;TGFBR2
Assembly of Collagen Fibrils and Other Multimeric Structures	5/61	0.0011542273304028332	0.004659137150772412	0	0	6.919642857142857	46.80670719716222	MMP7;MMP13;MMP3;PCOLCE;MMP9
Signaling by Activin	3/17	0.0012761493363073438	0.005058747668475818	0	0	16.512555803571427	110.03815381273213	TGFBR3;INHBA;FSTL3
GAB1 Signalosome	3/17	0.0012761493363073438	0.005058747668475818	0	0	16.512555803571427	110.03815381273213	EGF;AREG;EGFR
Specification of the Neural Plate Border	3/17	0.0012761493363073438	0.005058747668475818	0	0	16.512555803571427	110.03815381273213	BMP4;WNT3A;FGF4
Signaling by TGF-beta Receptor Complex	6/94	0.0014002634478106851	0.005517704776492105	0	0	5.296352856629537	34.80283715505931	TGFBR3;TGFB2;TGFB1;TGFB3;TGFBR1;TGFBR2
FasL CD95L Signaling	2/5	0.0016280719455588788	0.006302828233684081	0	0	51.20103761348898	328.7290334233708	FAS;FASLG
MET Activates PTPN11	2/5	0.0016280719455588788	0.006302828233684081	0	0	51.20103761348898	328.7290334233708	HGF;MET
MET Interacts With TNS Proteins	2/5	0.0016280719455588788	0.006302828233684081	0	0	51.20103761348898	328.7290334233708	HGF;MET
Assembly of Active LPL and LIPC Lipase Complexes	3/19	0.0017840725803316276	0.006826913573292124	0	0	14.447021484375	91.43312671710014	ANGPTL3;ANGPTL4;FGF21
Synthesis, Secretion, and Deacylation of Ghrelin	3/19	0.0017840725803316276	0.006826913573292124	0	0	14.447021484375	91.43312671710014	GH1;LEP;IGF1
Signaling by SCF-KIT	4/43	0.002280812501884199	0.008677574001421492	0	0	7.924384112619407	48.205799966134975	KITLG;CMA1;KIT;MMP9
FLT3 Signaling Through SRC Family Kinases	2/6	0.0024212561464744577	0.00900489645486568	0	0	38.3988326848249	231.29417081363226	FLT3;FLT3LG
TNFR1-mediated Ceramide Production	2/6	0.0024212561464744577	0.00900489645486568	0	0	38.3988326848249	231.29417081363226	TNF;TNFRSF1A
MET Receptor Activation	2/6	0.0024212561464744577	0.00900489645486568	0	0	38.3988326848249	231.29417081363226	HGF;MET
MET Activates PI3K AKT Signaling	2/6	0.0024212561464744577	0.00900489645486568	0	0	38.3988326848249	231.29417081363226	HGF;MET
SHC1 Events in ERBB2 Signaling	3/22	0.0027553281678960625	0.010133484706373297	0	0	12.1640625	71.69764497498822	EGF;NRG1;EGFR
Signaling by ERBB2 TMD JMD Mutants	3/22	0.0027553281678960625	0.010133484706373297	0	0	12.1640625	71.69764497498822	EGF;NRG1;EGFR
Signaling by VEGF	6/108	0.002833556121613879	0.010363614102256287	0	0	4.566147407579632	26.78603792131609	FLT1;KDR;VEGFC;VEGFD;PGF;VEGFA
Adipogenesis	6/110	0.003104673973931061	0.011292825113969023	0	0	4.477880814837337	25.859074661986742	TGFB1;LEP;ADIPOQ;ANGPTL4;TNF;BMP7
PTK6 Promotes HIF1A Stabilization	2/7	0.0033608441403507553	0.011897747705412834	0	0	30.71750972762646	174.9535150610545	GPNMB;EGFR
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1 M1580 K2555) Translocation Mutant	2/7	0.0033608441403507553	0.011897747705412834	0	0	30.71750972762646	174.9535150610545	ADAM17;ADAM10
FLT3 Signaling by CBL Mutants	2/7	0.0033608441403507553	0.011897747705412834	0	0	30.71750972762646	174.9535150610545	FLT3;FLT3LG
STAT5 Activation	2/7	0.0033608441403507553	0.011897747705412834	0	0	30.71750972762646	174.9535150610545	FLT3;FLT3LG
Signaling by NOTCH1 t(7;9)(NOTCH1 M1580 K2555) Translocation Mutant	2/7	0.0033608441403507553	0.011897747705412834	0	0	30.71750972762646	174.9535150610545	ADAM17;ADAM10
Interleukin-3, Interleukin-5 and GM-CSF Signaling	4/48	0.0034193728090867463	0.012040557444762906	0	0	7.0221033868092695	39.873596557241285	IL3;IL5;IL2RA;IL2
Estrogen-dependent Nuclear Events Downstream of ESR-membrane Signaling	3/24	0.0035529211756350197	0.012444623377091974	0	0	11.004464285714286	62.06501512748718	EGF;AREG;EGFR
Amyloid Fiber Formation	5/80	0.0038247628711557354	0.013326279056342616	0	0	5.1616797900262466	28.73124559579677	APP;CALB1;SAA1;ADAM10;TGFBI
NOTCH3 Activation and Transmission of Signal to the Nucleus	3/25	0.003999153880455961	0.013646597262174464	0	0	10.503728693181818	57.99814955879209	EGF;ADAM10;EGFR
Signaling by EGFR in Cancer	3/25	0.003999153880455961	0.013646597262174464	0	0	10.503728693181818	57.99814955879209	EGF;AREG;EGFR
Signaling by ERBB2 KD Mutants	3/25	0.003999153880455961	0.013646597262174464	0	0	10.503728693181818	57.99814955879209	EGF;NRG1;EGFR
Interleukin-7 Signaling	3/25	0.003999153880455961	0.013646597262174464	0	0	10.503728693181818	57.99814955879209	TSLP;IL7;HGF
Defective CHST14 Causes EDS, Musculocontractural Type	2/8	0.0044429405819825215	0.014675338673950591	0	0	25.59662775616083	138.64256845759311	BCAN;DCN
Defective CHST3 Causes SEDCJD	2/8	0.0044429405819825215	0.014675338673950591	0	0	25.59662775616083	138.64256845759311	BCAN;DCN
Defective CHSY1 Causes TPBS	2/8	0.0044429405819825215	0.014675338673950591	0	0	25.59662775616083	138.64256845759311	BCAN;DCN
Formation of Intermediate Mesoderm	2/8	0.0044429405819825215	0.014675338673950591	0	0	25.59662775616083	138.64256845759311	BMP4;FGF2
TRAIL Signaling	2/8	0.0044429405819825215	0.014675338673950591	0	0	25.59662775616083	138.64256845759311	TNFSF10;TNFRSF10A
Lectin Pathway of Complement Activation	2/8	0.0044429405819825215	0.014675338673950591	0	0	25.59662775616083	138.64256845759311	FCN2;MBL2
Downregulation of TGF-beta Receptor Signaling	3/26	0.004477973432232658	0.014675338673950591	0	0	10.046535326086957	54.337537190164085	TGFB1;TGFBR1;TGFBR2
Signaling by ERBB2 in Cancer	3/26	0.004477973432232658	0.014675338673950591	0	0	10.046535326086957	54.337537190164085	EGF;NRG1;EGFR
Transcriptional Regulation of White Adipocyte Differentiation	5/84	0.004711526855459992	0.015364683637017311	0	0	4.899332203727699	26.24936404575825	TGFB1;LEP;ADIPOQ;ANGPTL4;TNF
Parasitic Infection Pathways	9/245	0.0047908709829744935	0.015471007759654218	0	0	2.9753389830508477	15.891413598253914	IL10;APP;IL1A;ADAM17;CD163;IL6;IL1B;WNT5A;IL18
Leishmania Infection	9/245	0.0047908709829744935	0.015471007759654218	0	0	2.9753389830508477	15.891413598253914	IL10;APP;IL1A;ADAM17;CD163;IL6;IL1B;WNT5A;IL18
Signaling by Non-Receptor Tyrosine Kinases	4/55	0.005586074320545369	0.01786464347923205	0	0	6.056132256824299	31.416055916370354	GPNMB;EGF;NRG1;EGFR
Signaling by PTK6	4/55	0.005586074320545369	0.01786464347923205	0	0	6.056132256824299	31.416055916370354	GPNMB;EGF;NRG1;EGFR
EGFR Transactivation by Gastrin	2/9	0.005663725758505356	0.0179396480963184	0	0	21.938854919399667	113.50446885282706	MMP3;EGFR
MAPK1 (ERK2) Activation	2/9	0.005663725758505356	0.0179396480963184	0	0	21.938854919399667	113.50446885282706	IL6;IL6R
Downregulation of ERBB2 Signaling	3/29	0.0061164082141923395	0.019281248751406327	0	0	8.885967548076923	45.28982388210034	EGF;NRG1;EGFR
Collagen Formation	5/90	0.006302077476470617	0.019772394736604495	0	0	4.552107457156091	23.064963759029602	MMP7;MMP13;MMP3;PCOLCE;MMP9
Apoptosis	7/168	0.006379016246793327	0.01991938092159048	0	0	3.3781918564527262	17.07588618938606	TNFSF10;CYCS;GZMB;FAS;TNFRSF10A;FASLG;CD14
PD-1 Signaling	3/30	0.006731821583154973	0.020922375061260996	0	0	8.55642361111111	42.789900172492224	CD274;PDCD1LG2;PDCD1
MAPK3 (ERK1) Activation	2/10	0.007019454305463076	0.02161338953589096	0	0	19.195525291828794	95.19194973587598	IL6;IL6R
MET Receptor Recycling	2/10	0.007019454305463076	0.02161338953589096	0	0	19.195525291828794	95.19194973587598	HGF;MET
EGFR Downregulation	3/31	0.007382740639194003	0.022626732884937176	0	0	8.250418526785714	40.498089764017664	EGF;AREG;EGFR
Respiratory Syncytial Virus Infection Pathway	6/133	0.00778272980907361	0.023742705684823638	0	0	3.662631103918334	17.78518038633682	CD209;IFNB1;IFNA2;CD14;EGFR;TLR2
Nuclear Signaling by ERBB4	3/32	0.008069630690064167	0.024505025306525128	0	0	7.9655172413793105	38.390985744998694	ADAM17;CXCL12;NRG1
NFE2L2 Regulating Tumorigenic Genes	2/11	0.008506453938582867	0.02513960940777615	0	0	17.06182447038478	81.33252491383246	EGF;AREG
Dermatan Sulfate Biosynthesis	2/11	0.008506453938582867	0.02513960940777615	0	0	17.06182447038478	81.33252491383246	BCAN;DCN
Interleukin-27 Signaling	2/11	0.008506453938582867	0.02513960940777615	0	0	17.06182447038478	81.33252491383246	EBI3;IL27
Interleukin-6 Signaling	2/11	0.008506453938582867	0.02513960940777615	0	0	17.06182447038478	81.33252491383246	IL6;IL6R
MET Activates RAP1 and RAC1	2/11	0.008506453938582867	0.02513960940777615	0	0	17.06182447038478	81.33252491383246	HGF;MET
MET Activates RAS Signaling	2/11	0.008506453938582867	0.02513960940777615	0	0	17.06182447038478	81.33252491383246	HGF;MET
SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses	6/138	0.009249496964342989	0.027214075512866923	0	0	3.52299676607977	16.49884952460076	IFNB1;IFNA2;IL17F;MBL2;TLR2;IL17A
Plasma Lipoprotein Remodeling	3/34	0.009553002205770123	0.027982687877078853	0	0	7.45085685483871	34.65318870663499	ANGPTL3;ANGPTL4;FGF21
CD28 Dependent Vav1 Pathway	2/12	0.010121124208805895	0.029258446402748918	0	0	15.354863813229573	70.52689381775606	CD86;CD80
Interleukin-2 Signaling	2/12	0.010121124208805895	0.029258446402748918	0	0	15.354863813229573	70.52689381775606	IL2RA;IL2
Interleukin-35 Signalling	2/12	0.010121124208805895	0.029258446402748918	0	0	15.354863813229573	70.52689381775606	EBI3;IL12A
Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors	3/36	0.011184942661735293	0.03219318279160332	0	0	6.998579545454546	31.44592530521888	KIT;EGFR;VEGFA
Dissolution of Fibrin Clot	2/13	0.011859935264953415	0.033841711833617075	0	0	13.958259639193491	61.89914945248781	PLAU;PLAUR
FGFRL1 Modulation of FGFR1 Signaling	2/13	0.011859935264953415	0.033841711833617075	0	0	13.958259639193491	61.89914945248781	FGF2;FGF4
Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	3/37	0.012057418085605037	0.03425755696425122	0	0	6.792394301470588	30.00930880984909	IL10;IFNG;MIF
ESR-mediated Signaling	7/192	0.012748360208380686	0.03606587375191459	0	0	2.9363363363363364	12.809334529856542	CXCL12;MMP7;EGF;MMP3;AREG;MMP9;EGFR
CS DS Degradation	2/14	0.013719426648425013	0.03860886694314576	0	0	12.794422827496758	54.874543150113205	BCAN;DCN
RSV-host Interactions	5/109	0.013763886100577643	0.03860886694314576	0	0	3.7168761356753484	15.929442319039348	CD209;IFNB1;IFNA2;CD14;TLR2
Interleukin-17 Signaling	4/72	0.01421618214701995	0.03970933578619075	0	0	4.538177623990773	19.30256841686843	IL25;IL17F;IL17C;IL17A
Negative Regulation of FLT3	2/15	0.015696206105114213	0.042937555543742185	0	0	11.809637832984137	49.06120649208074	FLT3;FLT3LG
Constitutive Signaling by EGFRvIII	2/15	0.015696206105114213	0.042937555543742185	0	0	11.809637832984137	49.06120649208074	EGF;EGFR
Constitutive Signaling by NOTCH1 HD Domain Mutants	2/15	0.015696206105114213	0.042937555543742185	0	0	11.809637832984137	49.06120649208074	ADAM17;ADAM10
Signaling by EGFRvIII in Cancer	2/15	0.015696206105114213	0.042937555543742185	0	0	11.809637832984137	49.06120649208074	EGF;EGFR
Signaling by NOTCH1 HD Domain Mutants in Cancer	2/15	0.015696206105114213	0.042937555543742185	0	0	11.809637832984137	49.06120649208074	ADAM17;ADAM10
Diseases Associated With Glycosaminoglycan Metabolism	3/41	0.015929757041411415	0.04339711589059406	0	0	6.076171875	25.15271697577918	BCAN;PRELP;DCN
Plasma Lipoprotein Assembly, Remodeling, and Clearance	4/75	0.016301450380280327	0.04422770553994089	0	0	4.345760839547086	17.889329688061377	ANGPTL3;PCSK9;ANGPTL4;FGF21
Transcriptional Regulation by RUNX1	7/202	0.01642999550838672	0.04439451847572248	0	0	2.7843304843304844	11.439830034275486	LGALS3;IL3;IFNG;TNFRSF18;IL2RA;IL2;PF4
Regulation of KIT Signaling	2/16	0.017786948395075428	0.04767190217627504	0	0	10.965536409116176	44.18332978213753	KITLG;KIT
Signaling by ERBB2 ECD Mutants	2/16	0.017786948395075428	0.04767190217627504	0	0	10.965536409116176	44.18332978213753	EGF;EGFR
TP53 Regulates Transcription of Cell Death Genes	3/44	0.019240409746711335	0.05135948085614074	0	0	5.630716463414634	22.24551104785208	IGFBP3;FAS;TNFRSF10A
